Record{date=1518-03-08T23:46, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-06-15T00:55, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-15T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-15T23:50, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-06-16T00:05, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-16T00:29, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-16T00:39, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-16T00:41, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-16T00:45, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-16T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-16T00:55, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-16T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-16T23:57, eventType=SHIFT_BEGINS, guardId=2281}
Record{date=1518-06-17T23:56, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-06-18T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-18T00:36, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-18T00:39, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-18T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-18T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-18T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-18T23:57, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-06-19T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-19T00:44, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-20T00:03, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-06-20T00:46, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-20T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-21T00:00, eventType=SHIFT_BEGINS, guardId=3329}
Record{date=1518-06-21T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-21T00:25, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-21T00:49, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-21T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-22T00:00, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-06-22T00:25, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-22T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-22T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-22T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-23T00:02, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-06-23T00:14, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-23T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-24T00:04, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-06-24T00:25, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-24T00:38, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-25T00:00, eventType=SHIFT_BEGINS, guardId=2963}
Record{date=1518-06-26T00:00, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-06-26T00:08, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-26T00:27, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-26T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-26T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-26T23:59, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-06-27T00:25, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-27T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-28T00:00, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-06-28T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-28T00:44, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-29T00:01, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-06-29T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-29T00:31, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-29T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-29T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-06-30T00:00, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-06-30T00:24, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-06-30T00:27, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-01T00:00, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-07-01T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-01T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-01T00:48, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-01T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-02T00:03, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-07-02T00:54, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-02T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-03T00:03, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-07-03T00:21, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-03T00:30, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-03T00:40, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-03T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-03T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-03T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-04T00:00, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-07-04T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-04T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-05T00:02, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-07-05T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-05T00:30, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-05T23:57, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-07-06T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-06T00:31, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-06T00:43, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-06T00:48, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-06T00:57, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-06T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-07T00:00, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-07-07T00:37, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-07T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-07T00:46, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-07T00:48, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-08T00:01, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-07-08T00:57, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-08T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-08T23:56, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-07-09T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-09T00:33, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-09T00:46, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-09T00:52, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-10T00:00, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-07-10T00:23, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-10T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-10T23:57, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-07-11T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-11T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-11T23:59, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-07-12T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-12T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-12T00:45, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-12T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-12T00:54, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-12T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-13T00:00, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-07-13T00:27, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-13T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-14T00:03, eventType=SHIFT_BEGINS, guardId=1783}
Record{date=1518-07-14T00:35, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-14T00:40, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-14T00:49, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-14T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-15T00:04, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-07-15T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-15T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-16T00:02, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-07-16T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-16T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-17T00:00, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-07-17T00:27, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-17T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-18T00:02, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-07-18T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-18T00:48, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-19T00:03, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-07-19T00:28, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-19T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-19T23:58, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-07-20T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-20T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-20T00:55, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-20T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-20T23:56, eventType=SHIFT_BEGINS, guardId=2963}
Record{date=1518-07-21T23:52, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-07-22T00:03, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-22T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-22T23:58, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-07-23T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-23T00:45, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-23T23:56, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-07-24T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-24T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-25T00:01, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-07-25T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-25T00:31, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-25T00:34, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-25T00:48, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-25T23:56, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-07-26T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-26T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-26T23:57, eventType=SHIFT_BEGINS, guardId=233}
Record{date=1518-07-27T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-27T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-28T00:04, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-07-28T00:20, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-28T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-29T00:03, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-07-29T00:20, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-29T00:22, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-29T23:58, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-07-30T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-30T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-31T00:01, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-07-31T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-07-31T00:41, eventType=WAKE_UP, guardId=0}
Record{date=1518-07-31T23:52, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-08-01T00:00, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-01T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-01T23:54, eventType=SHIFT_BEGINS, guardId=233}
Record{date=1518-08-02T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-02T00:15, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-02T00:32, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-02T00:36, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-03T00:02, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-08-03T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-03T00:27, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-03T23:49, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-08-04T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-04T00:11, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-04T00:20, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-04T00:25, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-04T00:32, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-04T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-04T23:58, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-08-05T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-05T00:52, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-06T00:03, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-08-06T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-06T00:40, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-06T00:48, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-06T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-06T23:56, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-08-07T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-07T00:43, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-07T00:52, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-07T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-07T23:46, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-08-08T00:03, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-08T00:22, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-08T00:39, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-08T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-08T23:56, eventType=SHIFT_BEGINS, guardId=2521}
Record{date=1518-08-10T00:03, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-08-10T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-10T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-11T00:00, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-08-11T00:22, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-11T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-11T00:52, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-11T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-11T23:50, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-08-12T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-12T00:28, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-13T00:03, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-08-13T00:28, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-13T00:44, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-13T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-13T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-13T23:58, eventType=SHIFT_BEGINS, guardId=1783}
Record{date=1518-08-14T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-14T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-14T23:58, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-08-15T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-15T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-15T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-15T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-15T23:59, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-08-16T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-16T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-17T00:03, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-08-17T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-17T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-17T23:51, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-08-18T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-18T00:27, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-18T00:33, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-18T00:36, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-19T00:00, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-08-19T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-19T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-20T00:03, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-08-20T00:22, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-20T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-21T00:03, eventType=SHIFT_BEGINS, guardId=1783}
Record{date=1518-08-21T00:40, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-21T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-21T23:58, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-08-22T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-22T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-23T00:02, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-08-23T00:18, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-23T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-23T23:46, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-08-24T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-24T00:14, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-24T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-24T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-25T00:00, eventType=SHIFT_BEGINS, guardId=947}
Record{date=1518-08-25T00:07, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-25T00:11, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-26T00:00, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-08-26T00:32, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-26T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-26T00:45, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-26T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-26T23:57, eventType=SHIFT_BEGINS, guardId=1783}
Record{date=1518-08-27T00:11, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-27T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-27T23:56, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-08-28T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-28T00:38, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-29T00:03, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-08-29T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-29T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-29T23:59, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-08-30T00:21, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-30T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-08-30T23:56, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-08-31T00:36, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-08-31T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-01T00:03, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-09-01T00:08, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-01T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-01T23:59, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-09-02T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-02T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-02T23:54, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-09-03T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-03T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-03T23:57, eventType=SHIFT_BEGINS, guardId=3329}
Record{date=1518-09-04T00:23, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-04T00:27, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-04T00:33, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-04T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-05T00:04, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-09-05T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-05T00:52, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-05T23:56, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-09-06T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-06T00:34, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-06T00:40, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-06T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-07T00:03, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-09-07T00:24, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-07T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-08T00:03, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-09-08T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-08T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-08T23:53, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-09-09T00:00, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-09T00:16, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-09T00:36, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-09T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-10T00:03, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-09-10T00:45, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-10T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-11T00:00, eventType=SHIFT_BEGINS, guardId=3329}
Record{date=1518-09-11T00:18, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-11T00:34, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-11T00:37, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-11T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-12T00:00, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-09-12T00:18, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-12T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-12T23:58, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-09-13T00:32, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-13T00:45, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-13T00:56, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-13T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-14T00:02, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-09-14T00:33, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-14T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-14T23:58, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-09-15T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-15T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-16T00:00, eventType=SHIFT_BEGINS, guardId=2521}
Record{date=1518-09-17T00:04, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-09-17T00:15, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-17T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-18T00:04, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-09-18T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-18T00:34, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-19T00:04, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-09-19T00:18, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-19T00:20, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-19T00:25, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-19T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-19T23:57, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-09-20T00:36, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-20T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-20T23:54, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-09-21T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-21T00:12, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-21T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-21T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-22T00:03, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-09-22T00:48, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-22T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-22T23:50, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-09-23T00:05, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-23T00:16, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-23T00:23, eventType=FALL_ASLEEP, guardId=0}
